NCBI_GID	ENSEMBL_GID	Assignation	NCBI_gene_Overlap
123723711	ENSSSAG00000064921	automatic	NA
100194656	ENSSSAG00000064938	automatic	NA
106573894	ENSSSAG00000064969	automatic	NA
106573902	ENSSSAG00000065285	automatic	NA
106573901	ENSSSAG00000065299	automatic	NA
106573896	ENSSSAG00000065322	automatic	NA
106573900	ENSSSAG00000087757	automatic	NA
106573897	ENSSSAG00000067465	automatic	NA
106573904	ENSSSAG00000072776	automatic	NA
106573906	ENSSSAG00000091448	automatic	NA
106573907	ENSSSAG00000072781	automatic	NA
106573909	ENSSSAG00000072783	automatic	NA
106573908	ENSSSAG00000114127	automatic	NA
106573910	ENSSSAG00000072790	automatic	NA
106573911	ENSSSAG00000072870	automatic	NA
106573912	ENSSSAG00000072875	automatic	NA
100136537	ENSSSAG00000072884	automatic	NA
106573913	ENSSSAG00000072892	automatic	NA
106573914	ENSSSAG00000072902	automatic	NA
106573916	ENSSSAG00000072910	automatic	NA
106573917	ENSSSAG00000115024	automatic	NA
106573918	ENSSSAG00000072924	automatic	NA
106573920	ENSSSAG00000072924	automatic	NA
106573921	ENSSSAG00000120356	automatic	NA
106573922	ENSSSAG00000072950	automatic	NA
100195347	ENSSSAG00000073091	automatic	NA
106573923	ENSSSAG00000073242	automatic	NA
106573924	ENSSSAG00000087437	automatic	NA
106573926	ENSSSAG00000006109	automatic	NA
106573927	ENSSSAG00000006124	automatic	NA
106573928	ENSSSAG00000006167	automatic	NA
106573930	ENSSSAG00000006180	automatic	NA
106573976	ENSSSAG00000100160	automatic	NA
106573931	ENSSSAG00000006226	automatic	NA
106573932	ENSSSAG00000006262	automatic	NA
106573933	ENSSSAG00000006280	automatic	NA
100194867	ENSSSAG00000006363	automatic	NA
106573934	ENSSSAG00000006747	automatic	NA
106573935	ENSSSAG00000107379	automatic	NA
106573978	ENSSSAG00000046135	automatic	NA
106573936	ENSSSAG00000006839	automatic	NA
106573979	ENSSSAG00000006877	automatic	NA
106573938	ENSSSAG00000006916	automatic	NA
106573940	ENSSSAG00000007424	automatic	NA
106573941	ENSSSAG00000007812	automatic	NA
106573942	ENSSSAG00000007816	automatic	NA
106573943	ENSSSAG00000007824	automatic	NA
106573946	ENSSSAG00000007883	automatic	NA
106573944	ENSSSAG00000007956	automatic	NA
106573948	ENSSSAG00000008070	automatic	NA
100195443	ENSSSAG00000008080	automatic	NA
106573949	ENSSSAG00000103919	automatic	NA
106573950	ENSSSAG00000115221	automatic	NA
100136529	ENSSSAG00000008142	automatic	NA
106573951	ENSSSAG00000008147	automatic	NA
106574073	ENSSSAG00000010026	automatic	NA
106574072	ENSSSAG00000108447	automatic	NA
106574070	ENSSSAG00000010050	automatic	NA
106574066	ENSSSAG00000010193	automatic	NA
106574065	ENSSSAG00000090764	automatic	NA
106574064	ENSSSAG00000121920	automatic	NA
106574056	ENSSSAG00000034928	automatic	NA
106574055	ENSSSAG00000037596	automatic	NA
106574057	ENSSSAG00000093861	automatic	NA
106574053	ENSSSAG00000095216	automatic	NA
106574052	ENSSSAG00000043004	automatic	NA
106574051	ENSSSAG00000043025	automatic	NA
106574050	ENSSSAG00000043104	automatic	NA
106574045	ENSSSAG00000096927	automatic	NA
106574075	ENSSSAG00000096019	automatic	NA
106574044	ENSSSAG00000121028	automatic	NA
106574040	ENSSSAG00000044291	automatic	NA
106574039	ENSSSAG00000044296	automatic	NA
106574083	ENSSSAG00000096789	automatic	NA
106574038	ENSSSAG00000044315	automatic	NA
106574034	ENSSSAG00000044727	automatic	NA
106574033	ENSSSAG00000044739	automatic	NA
106574032	ENSSSAG00000044798	automatic	NA
106574031	ENSSSAG00000044838	automatic	NA
106574030	ENSSSAG00000092908	automatic	NA
106574026	ENSSSAG00000006104	automatic	NA
100286454	ENSSSAG00000006209	automatic	NA
106574024	ENSSSAG00000006289	automatic	NA
106574023	ENSSSAG00000006729	automatic	NA
106574082	ENSSSAG00000006785	automatic	NA
106574022	ENSSSAG00000006790	automatic	NA
106574020	ENSSSAG00000006944	automatic	NA
106574013	ENSSSAG00000042505	automatic	NA
106574016	ENSSSAG00000043557	automatic	NA
106574018	ENSSSAG00000044037	automatic	NA
106574011	ENSSSAG00000044101	automatic	NA
106574012	ENSSSAG00000044129	automatic	NA
106574008	ENSSSAG00000044182	automatic	NA
106574006	ENSSSAG00000044370	automatic	NA
106574002	ENSSSAG00000044414	automatic	NA
123727846	ENSSSAG00000093119	automatic	NA
106574001	ENSSSAG00000044444	automatic	NA
106573999	ENSSSAG00000044597	automatic	NA
106574000	ENSSSAG00000044694	automatic	NA
106573997	ENSSSAG00000108707	automatic	NA
106573996	ENSSSAG00000044736	automatic	NA
106573995	ENSSSAG00000095635	automatic	NA
106574080	ENSSSAG00000044822	automatic	NA
106574094	ENSSSAG00000044839	automatic	NA
106574088	ENSSSAG00000114686	automatic	NA
106574087	ENSSSAG00000096635	automatic	NA
106574089	ENSSSAG00000044861	automatic	NA
106574090	ENSSSAG00000044915	automatic	NA
106574092	ENSSSAG00000046494	automatic	NA
106574093	ENSSSAG00000047041	automatic	NA
106574153	ENSSSAG00000051752	automatic	NA
106574152	ENSSSAG00000077292	automatic	NA
106574151	ENSSSAG00000077294	automatic	NA
106574150	ENSSSAG00000077298	automatic	NA
106574149	ENSSSAG00000111242	automatic	NA
106574147	ENSSSAG00000077310	automatic	NA
106574158	ENSSSAG00000077453	automatic	NA
106574144	ENSSSAG00000003124	automatic	NA
106574143	ENSSSAG00000108050	automatic	NA
106574142	ENSSSAG00000077723	automatic	NA
106574141	ENSSSAG00000077762	automatic	NA
106574137	ENSSSAG00000077779	automatic	NA
106574138	ENSSSAG00000077851	automatic	NA
106574131	ENSSSAG00000096623	automatic	NA
106574133	ENSSSAG00000077901	automatic	NA
106574130	ENSSSAG00000077997	automatic	NA
106574129	ENSSSAG00000100272	automatic	NA
100196788	ENSSSAG00000006565	automatic	NA
106574174	ENSSSAG00000006594	automatic	NA
106574180	ENSSSAG00000006625	automatic	NA
106574173	ENSSSAG00000112886	automatic	NA
100196087	ENSSSAG00000085797	automatic	NA
100286651	ENSSSAG00000106560	automatic	NA
106574171	ENSSSAG00000120707	automatic	NA
106574169	ENSSSAG00000100144	automatic	NA
106574168	ENSSSAG00000007252	automatic	NA
106574165	ENSSSAG00000008119	automatic	NA
106574166	ENSSSAG00000008203	automatic	NA
106574164	ENSSSAG00000008218	automatic	NA
106574163	ENSSSAG00000008265	automatic	NA
106574192	ENSSSAG00000008310	automatic	NA
106574193	ENSSSAG00000008333	automatic	NA
106574189	ENSSSAG00000009112	automatic	NA
106574195	ENSSSAG00000009215	automatic	NA
106574186	ENSSSAG00000009241	automatic	NA
106574185	ENSSSAG00000102718	automatic	NA
106574184	ENSSSAG00000009427	automatic	NA
100286712	ENSSSAG00000012031	automatic	NA
106574219	ENSSSAG00000027734	automatic	NA
106574198	ENSSSAG00000117306	automatic	NA
106574199	ENSSSAG00000066991	automatic	NA
106598957	ENSSSAG00000015444	automatic	NA
106573836	ENSSSAG00000116049	automatic	NA
106574213	ENSSSAG00000089681	automatic	NA
106574124	ENSSSAG00000049730	automatic	NA
106574121	ENSSSAG00000108742	automatic	NA
106574123	ENSSSAG00000050903	automatic	NA
123727857	ENSSSAG00000053799	automatic	NA
106574101	ENSSSAG00000047113	automatic	NA
106591579	ENSSSAG00000057392	automatic	NA
100380693	ENSSSAG00000047169	automatic	NA
100286658	ENSSSAG00000047708	automatic	NA
106574104	ENSSSAG00000098613	automatic	NA
106592334	ENSSSAG00000111702	automatic	NA
106574100	ENSSSAG00000116062	automatic	NA
106574206	ENSSSAG00000015551	automatic	NA
100286571	ENSSSAG00000019890	automatic	NA
106574207	ENSSSAG00000095344	automatic	NA
100196066	ENSSSAG00000085260	automatic	NA
100194761	ENSSSAG00000015474	automatic	NA
106574205	ENSSSAG00000015497	automatic	NA
106591330	ENSSSAG00000102808	automatic	NA
106574120	ENSSSAG00000049199	automatic	NA
106574119	ENSSSAG00000036224	automatic	NA
106591912	ENSSSAG00000120810	automatic	NA
106591966	ENSSSAG00000095267	automatic	NA
106574209	ENSSSAG00000024860	automatic	NA
106573835	ENSSSAG00000074681	automatic	NA
106582312	ENSSSAG00000081450	automatic	NA
106596060	ENSSSAG00000119707	automatic	NA
106574114	ENSSSAG00000097915	automatic	NA
106574116	ENSSSAG00000048145	automatic	NA
106574112	ENSSSAG00000048133	automatic	NA
100196626	ENSSSAG00000047772	automatic	NA
106574110	ENSSSAG00000087205	automatic	NA
106573981	ENSSSAG00000008169	automatic	NA
106574214	ENSSSAG00000108431	automatic	NA
106573992	ENSSSAG00000009165	automatic	NA
106574099	ENSSSAG00000106542	automatic	NA
106574388	ENSSSAG00000039731	automatic	NA
106574344	ENSSSAG00000039796	automatic	NA
106574339	ENSSSAG00000086157	automatic	NA
106574386	ENSSSAG00000039914	automatic	NA
106574338	ENSSSAG00000039012	automatic	NA
106574337	ENSSSAG00000112181	automatic	NA
106574336	ENSSSAG00000109512	automatic	NA
100136408	ENSSSAG00000006389	automatic	NA
106574335	ENSSSAG00000006479	automatic	NA
106574333	ENSSSAG00000056071	automatic	NA
106574331	ENSSSAG00000105688	automatic	NA
106574325	ENSSSAG00000007167	automatic	NA
106574324	ENSSSAG00000007343	automatic	NA
106574323	ENSSSAG00000082548	automatic	NA
106574322	ENSSSAG00000007632	automatic	NA
106574318	ENSSSAG00000007641	automatic	NA
106574319	ENSSSAG00000086381	automatic	NA
106574316	ENSSSAG00000007664	automatic	NA
100380802	ENSSSAG00000007741	automatic	NA
106574315	ENSSSAG00000104799	automatic	NA
106574314	ENSSSAG00000086044	automatic	NA
106574313	ENSSSAG00000007767	automatic	NA
106574312	ENSSSAG00000007841	automatic	NA
106574311	ENSSSAG00000007894	automatic	NA
100195447	ENSSSAG00000009247	automatic	NA
106574310	ENSSSAG00000009516	automatic	NA
100196748	ENSSSAG00000042514	automatic	NA
106574308	ENSSSAG00000042658	automatic	NA
106574306	ENSSSAG00000101148	automatic	NA
100195512	ENSSSAG00000042764	automatic	NA
106574305	ENSSSAG00000042935	automatic	NA
106574304	ENSSSAG00000095698	automatic	NA
106574302	ENSSSAG00000007805	automatic	NA
106574301	ENSSSAG00000044402	automatic	NA
106574300	ENSSSAG00000050763	automatic	NA
106574376	ENSSSAG00000050936	automatic	NA
106574298	ENSSSAG00000051656	automatic	NA
106574297	ENSSSAG00000058438	automatic	NA
106574296	ENSSSAG00000104403	automatic	NA
106574295	ENSSSAG00000108291	automatic	NA
106574294	ENSSSAG00000058981	automatic	NA
106574375	ENSSSAG00000087803	automatic	NA
106574293	ENSSSAG00000069340	automatic	NA
106574290	ENSSSAG00000069404	automatic	NA
100136384	ENSSSAG00000071319	automatic	NA
100136913	ENSSSAG00000071494	automatic	NA
106574288	ENSSSAG00000071941	automatic	NA
106574287	ENSSSAG00000087426	automatic	NA
106574285	ENSSSAG00000072005	automatic	NA
100136558	ENSSSAG00000073567	automatic	NA
100306782	ENSSSAG00000076813	automatic	NA
106574282	ENSSSAG00000076829	automatic	NA
106574281	ENSSSAG00000076833	automatic	NA
106574279	ENSSSAG00000058191	automatic	NA
106574275	ENSSSAG00000076962	automatic	NA
106574278	ENSSSAG00000058588	automatic	NA
106574277	ENSSSAG00000089233	automatic	NA
106574273	ENSSSAG00000096164	automatic	NA
100846959	ENSSSAG00000077846	automatic	NA
106574270	ENSSSAG00000077880	automatic	NA
106574269	ENSSSAG00000121769	automatic	NA
106574268	ENSSSAG00000077914	automatic	NA
106574372	ENSSSAG00000077984	automatic	NA
106574267	ENSSSAG00000078001	automatic	NA
106574266	ENSSSAG00000063307	automatic	NA
106574264	ENSSSAG00000078051	automatic	NA
100195652	ENSSSAG00000078039	automatic	NA
106574262	ENSSSAG00000006063	automatic	NA
106574260	ENSSSAG00000006583	automatic	NA
106574258	ENSSSAG00000041231	automatic	NA
106574259	ENSSSAG00000112669	automatic	NA
106574252	ENSSSAG00000046072	automatic	NA
106574255	ENSSSAG00000046077	automatic	NA
106574254	ENSSSAG00000046090	automatic	NA
106574251	ENSSSAG00000046176	automatic	NA
106574250	ENSSSAG00000046359	automatic	NA
106574246	ENSSSAG00000046554	automatic	NA
106574248	ENSSSAG00000047111	automatic	NA
106574245	ENSSSAG00000088178	automatic	NA
106574243	ENSSSAG00000099696	automatic	NA
106574240	ENSSSAG00000047678	automatic	NA
106574241	ENSSSAG00000047730	automatic	NA
106574238	ENSSSAG00000047854	automatic	NA
106574237	ENSSSAG00000048382	automatic	NA
106574236	ENSSSAG00000052320	automatic	NA
106574232	ENSSSAG00000052417	automatic	NA
106574235	ENSSSAG00000052840	automatic	NA
106574231	ENSSSAG00000053120	automatic	NA
106574230	ENSSSAG00000065348	automatic	NA
106574228	ENSSSAG00000065378	automatic	NA
106574229	ENSSSAG00000066245	automatic	NA
106574227	ENSSSAG00000054284	automatic	NA
106574225	ENSSSAG00000066603	automatic	NA
106574449	ENSSSAG00000066648	automatic	NA
106574445	ENSSSAG00000110539	automatic	NA
106574444	ENSSSAG00000066675	automatic	NA
106574443	ENSSSAG00000066685	automatic	NA
106574438	ENSSSAG00000122010	automatic	NA
106574440	ENSSSAG00000066711	automatic	NA
106574436	ENSSSAG00000119957	automatic	NA
106574437	ENSSSAG00000055361	automatic	NA
106574435	ENSSSAG00000066969	automatic	NA
106574457	ENSSSAG00000103795	automatic	NA
106574434	ENSSSAG00000066992	automatic	NA
106574433	ENSSSAG00000067197	automatic	NA
123727865	ENSSSAG00000111087	automatic	NA
106574432	ENSSSAG00000070885	automatic	NA
106574427	ENSSSAG00000070938	automatic	NA
106574429	ENSSSAG00000110964	automatic	NA
106574424	ENSSSAG00000070959	automatic	NA
106574423	ENSSSAG00000070991	automatic	NA
106574421	ENSSSAG00000092168	automatic	NA
106574420	ENSSSAG00000071066	automatic	NA
106574419	ENSSSAG00000071081	automatic	NA
106574416	ENSSSAG00000112869	automatic	NA
106574413	ENSSSAG00000071100	automatic	NA
106574411	ENSSSAG00000071125	automatic	NA
106574410	ENSSSAG00000071270	automatic	NA
106574409	ENSSSAG00000071307	automatic	NA
106574406	ENSSSAG00000071376	automatic	NA
106574405	ENSSSAG00000099933	automatic	NA
106574403	ENSSSAG00000071398	automatic	NA
106574402	ENSSSAG00000071417	automatic	NA
106574401	ENSSSAG00000071447	automatic	NA
106574400	ENSSSAG00000071468	automatic	NA
106574399	ENSSSAG00000071724	automatic	NA
106574454	ENSSSAG00000112200	automatic	NA
100195546	ENSSSAG00000079556	automatic	NA
106590765	ENSSSAG00000070244	automatic	NA
106574564	ENSSSAG00000086977	automatic	NA
106574563	ENSSSAG00000114388	automatic	NA
106574562	ENSSSAG00000006493	automatic	NA
106574560	ENSSSAG00000041500	automatic	NA
106574559	ENSSSAG00000041507	automatic	NA
106574555	ENSSSAG00000104579	automatic	NA
106574554	ENSSSAG00000041548	automatic	NA
106574550	ENSSSAG00000041559	automatic	NA
106574546	ENSSSAG00000041657	automatic	NA
106574549	ENSSSAG00000041864	automatic	NA
106574553	ENSSSAG00000041914	automatic	NA
106574551	ENSSSAG00000088957	automatic	NA
106574547	ENSSSAG00000041925	automatic	NA
106574552	ENSSSAG00000041967	automatic	NA
106574544	ENSSSAG00000042175	automatic	NA
106574545	ENSSSAG00000044835	automatic	NA
106574543	ENSSSAG00000053987	automatic	NA
100196124	ENSSSAG00000066134	automatic	NA
106574542	ENSSSAG00000066149	automatic	NA
100195131	ENSSSAG00000066333	automatic	NA
106574540	ENSSSAG00000006259	automatic	NA
106574539	ENSSSAG00000114461	automatic	NA
106574537	ENSSSAG00000066645	automatic	NA
123727867	ENSSSAG00000094502	automatic	NA
106599195	ENSSSAG00000066641	automatic	NA
106574536	ENSSSAG00000066692	automatic	NA
106574534	ENSSSAG00000067494	automatic	NA
106574533	ENSSSAG00000114816	automatic	NA
106574532	ENSSSAG00000078382	automatic	NA
106574531	ENSSSAG00000078456	automatic	NA
106574527	ENSSSAG00000078620	automatic	NA
106574571	ENSSSAG00000072765	automatic	NA
106574525	ENSSSAG00000083359	automatic	NA
100195215	ENSSSAG00000078718	automatic	NA
106574522	ENSSSAG00000078759	automatic	NA
106574521	ENSSSAG00000078778	automatic	NA
106574516	ENSSSAG00000116422	automatic	NA
106574515	ENSSSAG00000078840	automatic	NA
106574514	ENSSSAG00000079371	automatic	NA
106574513	ENSSSAG00000103893	automatic	NA
106574510	ENSSSAG00000079396	automatic	NA
106574589	ENSSSAG00000100812	automatic	NA
123727766	ENSSSAG00000103122	automatic	NA
106574506	ENSSSAG00000079871	automatic	NA
106574504	ENSSSAG00000079959	automatic	NA
106574502	ENSSSAG00000079970	automatic	NA
106574501	ENSSSAG00000075105	automatic	NA
106574500	ENSSSAG00000114133	automatic	NA
106574497	ENSSSAG00000093634	automatic	NA
106574496	ENSSSAG00000079986	automatic	NA
106574495	ENSSSAG00000108714	automatic	NA
106574494	ENSSSAG00000080012	automatic	NA
106574492	ENSSSAG00000080014	automatic	NA
123727723	ENSSSAG00000080018	automatic	NA
106574489	ENSSSAG00000080019	automatic	NA
106574488	ENSSSAG00000080020	automatic	NA
106574487	ENSSSAG00000080022	automatic	NA
106574483	ENSSSAG00000075435	automatic	NA
106574585	ENSSSAG00000116278	automatic	NA
106574584	ENSSSAG00000121721	automatic	NA
106574482	ENSSSAG00000080039	automatic	NA
106574481	ENSSSAG00000098336	automatic	NA
123723982	ENSSSAG00000089337	automatic	NA
106574599	ENSSSAG00000075364	automatic	NA
106574477	ENSSSAG00000080059	automatic	NA
106574475	ENSSSAG00000092024	automatic	NA
106574474	ENSSSAG00000088201	automatic	NA
106574566	ENSSSAG00000006397	automatic	NA
100379640	ENSSSAG00000116456	automatic	NA
106574565	ENSSSAG00000008168	automatic	NA
106574471	ENSSSAG00000120665	automatic	NA
106574469	ENSSSAG00000119070	automatic	NA
106574468	ENSSSAG00000015344	automatic	NA
106574467	ENSSSAG00000107250	automatic	NA
106594337	ENSSSAG00000093315	automatic	NA
106574672	ENSSSAG00000098776	automatic	NA
106574670	ENSSSAG00000055951	automatic	NA
106591441	ENSSSAG00000064092	automatic	NA
106591444	ENSSSAG00000064788	automatic	NA
106595470	ENSSSAG00000060629	automatic	NA
106591034	ENSSSAG00000075620	automatic	NA
106595512	ENSSSAG00000112433	automatic	NA
106594064	ENSSSAG00000006108	automatic	NA
106591672	ENSSSAG00000069049	automatic	NA
106591654	ENSSSAG00000115621	automatic	NA
106575485	ENSSSAG00000069127	automatic	NA
106575486	ENSSSAG00000086884	automatic	NA
106592210	ENSSSAG00000097082	automatic	NA
106592212	ENSSSAG00000054968	automatic	NA
106574616	ENSSSAG00000030622	automatic	NA
123727875	ENSSSAG00000083901	automatic	NA
106574620	ENSSSAG00000031267	automatic	NA
106574621	ENSSSAG00000038673	automatic	NA
106574622	ENSSSAG00000039005	automatic	NA
106574623	ENSSSAG00000039034	automatic	NA
106574624	ENSSSAG00000039313	automatic	NA
106574637	ENSSSAG00000039332	automatic	NA
106574625	ENSSSAG00000039606	automatic	NA
106574593	ENSSSAG00000091784	automatic	NA
106575556	ENSSSAG00000112221	automatic	NA
106575555	ENSSSAG00000006171	automatic	NA
106575542	ENSSSAG00000118166	automatic	NA
106575554	ENSSSAG00000120036	automatic	NA
106575553	ENSSSAG00000101071	automatic	NA
106574681	ENSSSAG00000077678	automatic	NA
106575551	ENSSSAG00000077541	automatic	NA
106575552	ENSSSAG00000094505	automatic	NA
106597322	ENSSSAG00000079297	automatic	NA
106575550	ENSSSAG00000079779	automatic	NA
106575546	ENSSSAG00000079694	automatic	NA
106575559	ENSSSAG00000079697	automatic	NA
106575547	ENSSSAG00000085714	automatic	NA
106575548	ENSSSAG00000079707	automatic	NA
106575562	ENSSSAG00000079711	automatic	NA
106575549	ENSSSAG00000091051	automatic	NA
106574725	ENSSSAG00000040883	automatic	NA
106574724	ENSSSAG00000097582	automatic	NA
100136390	ENSSSAG00000088702	automatic	NA
106574721	ENSSSAG00000042673	automatic	NA
106574727	ENSSSAG00000042678	automatic	NA
123727876	ENSSSAG00000091650	automatic	NA
106595378	ENSSSAG00000086519	automatic	NA
106574730	ENSSSAG00000042724	automatic	NA
106574731	ENSSSAG00000042713	automatic	NA
106575578	ENSSSAG00000051632	automatic	NA
106575579	ENSSSAG00000089239	automatic	NA
106575580	ENSSSAG00000051650	automatic	NA
106575582	ENSSSAG00000051657	automatic	NA
106575584	ENSSSAG00000102898	automatic	NA
106575583	ENSSSAG00000051659	automatic	NA
106575585	ENSSSAG00000051660	automatic	NA
106574719	ENSSSAG00000040822	automatic	NA
106575534	ENSSSAG00000105529	automatic	NA
106575596	ENSSSAG00000093185	automatic	NA
106575588	ENSSSAG00000091496	automatic	NA
106592512	ENSSSAG00000095963	automatic	NA
100286664	ENSSSAG00000055937	automatic	NA
100195699	ENSSSAG00000055940	automatic	NA
106574665	ENSSSAG00000111581	automatic	NA
106574708	ENSSSAG00000097982	automatic	NA
106574709	ENSSSAG00000122207	automatic	NA
106574707	ENSSSAG00000088526	automatic	NA
106574706	ENSSSAG00000111073	automatic	NA
106574694	ENSSSAG00000096317	automatic	NA
106574744	ENSSSAG00000049955	automatic	NA
106592612	ENSSSAG00000040338	automatic	NA
106574696	ENSSSAG00000051695	automatic	NA
106574604	ENSSSAG00000029553	automatic	NA
123723654	ENSSSAG00000056022	automatic	NA
100194500	ENSSSAG00000039751	automatic	NA
106591349	ENSSSAG00000113814	automatic	NA
106575644	ENSSSAG00000101256	automatic	NA
106574678	ENSSSAG00000055968	automatic	NA
106575639	ENSSSAG00000076623	automatic	NA
106575637	ENSSSAG00000076629	automatic	NA
106575640	ENSSSAG00000076639	automatic	NA
106573985	ENSSSAG00000076645	automatic	NA
106575641	ENSSSAG00000074709	automatic	NA
106574735	ENSSSAG00000043714	automatic	NA
106574736	ENSSSAG00000087172	automatic	NA
106574738	ENSSSAG00000048658	automatic	NA
106574739	ENSSSAG00000049552	automatic	NA
106591667	ENSSSAG00000108120	automatic	NA
106574938	ENSSSAG00000101510	automatic	NA
106574607	ENSSSAG00000119023	automatic	NA
106593744	ENSSSAG00000114976	automatic	NA
106574769	ENSSSAG00000100162	automatic	NA
106574767	ENSSSAG00000083375	automatic	NA
106592482	ENSSSAG00000084038	automatic	NA
106574775	ENSSSAG00000053809	automatic	NA
106574795	ENSSSAG00000055166	automatic	NA
106574751	ENSSSAG00000050048	automatic	NA
106574692	ENSSSAG00000039983	automatic	NA
106592668	ENSSSAG00000092183	automatic	NA
106574647	ENSSSAG00000111752	automatic	NA
106574645	ENSSSAG00000055011	automatic	NA
100270807	ENSSSAG00000054895	automatic	NA
106574656	ENSSSAG00000122111	automatic	NA
106574644	ENSSSAG00000054884	automatic	NA
106574713	ENSSSAG00000043051	automatic	NA
100136549	ENSSSAG00000055061	automatic	NA
106574649	ENSSSAG00000109988	automatic	NA
106574650	ENSSSAG00000055076	automatic	NA
106574654	ENSSSAG00000113317	automatic	NA
106574655	ENSSSAG00000055926	automatic	NA
100136391	ENSSSAG00000008620	automatic	NA
106575711	ENSSSAG00000108016	automatic	NA
106574741	ENSSSAG00000049578	automatic	NA
106574742	ENSSSAG00000016020	automatic	NA
106575667	ENSSSAG00000008813	automatic	NA
100195941	ENSSSAG00000007260	automatic	NA
106591612	ENSSSAG00000007265	automatic	NA
106593628	ENSSSAG00000105424	automatic	NA
100195121	ENSSSAG00000054060	automatic	NA
123727885	ENSSSAG00000082902	automatic	NA
106574867	ENSSSAG00000042133	automatic	NA
100194601	ENSSSAG00000042151	automatic	NA
106574868	ENSSSAG00000015387	automatic	NA
106574870	ENSSSAG00000042287	automatic	NA
106574871	ENSSSAG00000045894	automatic	NA
100380473	ENSSSAG00000045972	automatic	NA
123727886	ENSSSAG00000093775	automatic	NA
106575646	ENSSSAG00000046633	automatic	NA
106574699	ENSSSAG00000040247	automatic	NA
106574878	ENSSSAG00000046298	automatic	NA
106574872	ENSSSAG00000046459	automatic	NA
106594175	ENSSSAG00000033202	automatic	NA
106574874	ENSSSAG00000093441	automatic	NA
106592174	ENSSSAG00000054514	automatic	NA
106592175	ENSSSAG00000054519	automatic	NA
106593939	ENSSSAG00000101961	automatic	NA
106593029	ENSSSAG00000118756	automatic	NA
106574820	ENSSSAG00000041229	automatic	NA
106574821	ENSSSAG00000041213	automatic	NA
106596517	ENSSSAG00000042889	automatic	NA
106574817	ENSSSAG00000041139	automatic	NA
106574814	ENSSSAG00000041061	automatic	NA
106575713	ENSSSAG00000009203	automatic	NA
106575714	ENSSSAG00000042710	automatic	NA
106592077	ENSSSAG00000010250	automatic	NA
106594560	ENSSSAG00000117507	automatic	NA
106593800	ENSSSAG00000099607	automatic	NA
106574734	ENSSSAG00000010147	automatic	NA
100196365	ENSSSAG00000091366	automatic	NA
106574970	ENSSSAG00000095768	automatic	NA
123727768	ENSSSAG00000015899	automatic	NA
106574838	ENSSSAG00000041380	automatic	NA
100286554	ENSSSAG00000008057	automatic	NA
106574963	ENSSSAG00000106202	automatic	NA
106594856	ENSSSAG00000040984	automatic	NA
106575459	ENSSSAG00000104691	automatic	NA
106575768	ENSSSAG00000097677	automatic	NA
106574787	ENSSSAG00000083570	automatic	NA
106574782	ENSSSAG00000053986	automatic	NA
106574783	ENSSSAG00000053949	automatic	NA
106574778	ENSSSAG00000053920	automatic	NA
106595300	ENSSSAG00000008490	automatic	NA
106574930	ENSSSAG00000117412	automatic	NA
106574851	ENSSSAG00000041718	automatic	NA
106574850	ENSSSAG00000041671	automatic	NA
100194643	ENSSSAG00000041634	automatic	NA
106574849	ENSSSAG00000042677	automatic	NA
106574937	ENSSSAG00000114381	automatic	NA
106590732	ENSSSAG00000090719	automatic	NA
106574813	ENSSSAG00000112406	automatic	NA
106574841	ENSSSAG00000106149	automatic	NA
106574945	ENSSSAG00000116482	automatic	NA
106574887	ENSSSAG00000087876	automatic	NA
106574885	ENSSSAG00000052221	automatic	NA
106574888	ENSSSAG00000052281	automatic	NA
106595694	ENSSSAG00000082555	automatic	NA
106574802	ENSSSAG00000118742	automatic	NA
106575875	ENSSSAG00000006128	automatic	NA
123727891	ENSSSAG00000113998	automatic	NA
106575866	ENSSSAG00000006112	automatic	NA
123727893	ENSSSAG00000006101	automatic	NA
106597011	ENSSSAG00000006056	automatic	NA
106595105	ENSSSAG00000084786	automatic	NA
106575865	ENSSSAG00000120566	automatic	NA
123727895	ENSSSAG00000084372	automatic	NA
106596684	ENSSSAG00000015315	automatic	NA
123727769	ENSSSAG00000118241	automatic	NA
106575806	ENSSSAG00000099184	automatic	NA
106575807	ENSSSAG00000107167	automatic	NA
106575804	ENSSSAG00000086636	automatic	NA
106574936	ENSSSAG00000097565	automatic	NA
106574803	ENSSSAG00000096928	automatic	NA
106574918	ENSSSAG00000007535	automatic	NA
123723948	ENSSSAG00000084553	automatic	NA
106574613	ENSSSAG00000116945	automatic	NA
106574610	ENSSSAG00000030355	automatic	NA
106573957	ENSSSAG00000009260	automatic	NA
123727901	ENSSSAG00000119193	automatic	NA
123727900	ENSSSAG00000006261	automatic	NA
123727903	ENSSSAG00000104790	automatic	NA
106595319	ENSSSAG00000092487	automatic	NA
106574975	ENSSSAG00000101770	automatic	NA
106593712	ENSSSAG00000014048	automatic	NA
106575803	ENSSSAG00000107867	automatic	NA
106596967	ENSSSAG00000042195	automatic	NA
106562750	ENSSSAG00000001011	automatic	NA
106575746	ENSSSAG00000043363	automatic	NA
106575747	ENSSSAG00000096622	automatic	NA
106574675	ENSSSAG00000095841	automatic	NA
106574676	ENSSSAG00000091676	automatic	NA
123723692	ENSSSAG00000108029	automatic	NA
106574757	ENSSSAG00000050445	automatic	NA
106574758	ENSSSAG00000082971	automatic	NA
106574761	ENSSSAG00000043041	automatic	NA
